id,dataset_version,revision,category,risk_level,system,user,assistant,source,license,review_status,reviewer,review_date,quality_score,review_notes,example_sha256,created_at,supersedes_sha256
v08-fd-01-011,v0.8-draft,1,unpaid_invoice_reminder,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","I sent Kemi invoice INV-1141 for ₦27,500 from Akure Home Essentials. It remains unpaid. Write a polite reminder without adding a deadline, fee, or consequence.","Hello Kemi, this is a polite reminder that invoice INV-1141 for ₦27,500 from Akure Home Essentials remains unpaid. Please confirm the payment status or let us know if you need the invoice sent again. Thank you.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",46b0738306d268d5449658c765a114f4e862fc8c80619c5c713ba63fe3b90049,2026-07-31T00:00:00+00:00,
v08-fd-01-012,v0.8-draft,1,unpaid_invoice_reminder,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","I sent Ifeanyi invoice INV-1246 for ₦305,000 from Onitsha Parts Market. It remains unpaid. Write a polite reminder without adding a deadline, fee, or consequence.","Hello Ifeanyi, this is a polite reminder that invoice INV-1246 for ₦305,000 from Onitsha Parts Market remains unpaid. Please confirm the payment status or let us know if you need the invoice sent again. Thank you.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",396b761c642bd5ebe565a26e795e62fb1fd4848753ac0b2e96ca08c7f0339524,2026-07-31T00:00:00+00:00,
v08-fd-01-013,v0.8-draft,1,unpaid_invoice_reminder,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","I sent Hauwa invoice INV-1352 for ₦88,000 from Gombe Grain Traders. It remains unpaid. Write a polite reminder without adding a deadline, fee, or consequence.","Hello Hauwa, this is a polite reminder that invoice INV-1352 for ₦88,000 from Gombe Grain Traders remains unpaid. Please confirm the payment status or let us know if you need the invoice sent again. Thank you.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",162006a703158a9e2ec9e1e83a0909221cc03726b3deef9f128ae44aeca31d6c,2026-07-31T00:00:00+00:00,
v08-fd-01-014,v0.8-draft,1,unpaid_invoice_reminder,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","I sent Dayo invoice INV-1460 for ₦41,500 from Ilorin Tech Repairs. It remains unpaid. Write a polite reminder without adding a deadline, fee, or consequence.","Hello Dayo, this is a polite reminder that invoice INV-1460 for ₦41,500 from Ilorin Tech Repairs remains unpaid. Please confirm the payment status or let us know if you need the invoice sent again. Thank you.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",a362909015b636c30c8de9ca3e72b111215670d1a6e4d0ac11b4417fe71a1e21,2026-07-31T00:00:00+00:00,
v08-fd-01-015,v0.8-draft,1,unpaid_invoice_reminder,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","I sent Nneka invoice INV-1573 for ₦196,000 from Port Harcourt Catering. It remains unpaid. Write a polite reminder without adding a deadline, fee, or consequence.","Hello Nneka, this is a polite reminder that invoice INV-1573 for ₦196,000 from Port Harcourt Catering remains unpaid. Please confirm the payment status or let us know if you need the invoice sent again. Thank you.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",1d8c9d2d75583369f02f84346d1b4b7ab7836036cf569739af3f5bdd4fb7743f,2026-07-31T00:00:00+00:00,
v08-fd-02-001,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Kano Fresh Foods has confirmed receipt of ₦48,000 from Amaka for invoice INV-104. Write a brief payment receipt confirmation without promising any processing time.","Hello Amaka, Kano Fresh Foods confirms receipt of ₦48,000 for invoice INV-104. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",a07c0f2fe58db94421fcd89063da98c62935d8c55dc7f409a873ed23cf9cc144,2026-07-31T00:00:00+00:00,
v08-fd-02-002,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Ikeja Office Mart has confirmed receipt of ₦125,000 from Tunde for invoice INV-208. Write a brief payment receipt confirmation without promising any processing time.","Hello Tunde, Ikeja Office Mart confirms receipt of ₦125,000 for invoice INV-208. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",26e1ddafc95e4bbb8fbfd7b5ddf428de4912f42cb1df0b267b766215ff481d8e,2026-07-31T00:00:00+00:00,
v08-fd-02-003,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Enugu Style House has confirmed receipt of ₦72,500 from Ngozi for invoice INV-311. Write a brief payment receipt confirmation without promising any processing time.","Hello Ngozi, Enugu Style House confirms receipt of ₦72,500 for invoice INV-311. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",468b0452f23264f36baf8ebf0413b225c7a8a7304bc87782da563e86b747af54,2026-07-31T00:00:00+00:00,
v08-fd-02-004,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Kaduna Agro Supplies has confirmed receipt of ₦210,000 from Sani for invoice INV-416. Write a brief payment receipt confirmation without promising any processing time.","Hello Sani, Kaduna Agro Supplies confirms receipt of ₦210,000 for invoice INV-416. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",c033a65a5a95d60616a67bd0fcaf19b59a2b8fc0381d5226736a6c64c9b38fea,2026-07-31T00:00:00+00:00,
v08-fd-02-005,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Ibadan Event Kitchen has confirmed receipt of ₦36,000 from Bisi for invoice INV-523. Write a brief payment receipt confirmation without promising any processing time.","Hello Bisi, Ibadan Event Kitchen confirms receipt of ₦36,000 for invoice INV-523. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",2715ee879293bb31dbfc0b27f69e0ca72039a0bc52eea0b6a1204c3da7d45473,2026-07-31T00:00:00+00:00,
v08-fd-02-006,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Aba Tools Depot has confirmed receipt of ₦94,000 from Chinedu for invoice INV-607. Write a brief payment receipt confirmation without promising any processing time.","Hello Chinedu, Aba Tools Depot confirms receipt of ₦94,000 for invoice INV-607. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",bab960339be6a2424bfa9201b91af5a49e541cadc68db4d14e02c23a5195c6f0,2026-07-31T00:00:00+00:00,
v08-fd-02-007,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Abuja Learning Hub has confirmed receipt of ₦55,000 from Amina for invoice INV-714. Write a brief payment receipt confirmation without promising any processing time.","Hello Amina, Abuja Learning Hub confirms receipt of ₦55,000 for invoice INV-714. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",a755c866483b8c6c87fc25ef997d5ed730fcdcf63110c0a0e241512dec83fbfc,2026-07-31T00:00:00+00:00,
v08-fd-02-008,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Surulere Print Studio has confirmed receipt of ₦18,750 from Femi for invoice INV-825. Write a brief payment receipt confirmation without promising any processing time.","Hello Femi, Surulere Print Studio confirms receipt of ₦18,750 for invoice INV-825. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",6bab681e36f64e84540127daea1bafb81387e954375363e02f6ffb90eeb61a4c,2026-07-31T00:00:00+00:00,
v08-fd-02-009,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Benin Beauty Store has confirmed receipt of ₦63,000 from Efe for invoice INV-932. Write a brief payment receipt confirmation without promising any processing time.","Hello Efe, Benin Beauty Store confirms receipt of ₦63,000 for invoice INV-932. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",aa14351c10d393150ac7339d1e0c400600a36c40d04a1c85675ab90f68999b45,2026-07-31T00:00:00+00:00,
v08-fd-02-010,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Jos Cold Room Services has confirmed receipt of ₦142,000 from Yusuf for invoice INV-1038. Write a brief payment receipt confirmation without promising any processing time.","Hello Yusuf, Jos Cold Room Services confirms receipt of ₦142,000 for invoice INV-1038. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",d0b2bc6c1c314027de7b5e41007d4f48ee98c5b3efdb6aef2f40b23d1fd0888b,2026-07-31T00:00:00+00:00,
v08-fd-02-011,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Akure Home Essentials has confirmed receipt of ₦27,500 from Kemi for invoice INV-1141. Write a brief payment receipt confirmation without promising any processing time.","Hello Kemi, Akure Home Essentials confirms receipt of ₦27,500 for invoice INV-1141. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",f9ac4f162cf812036e5cf10e692e1f8053fe1ff6ee95303ab0c8b8d1539967b5,2026-07-31T00:00:00+00:00,
v08-fd-02-012,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Onitsha Parts Market has confirmed receipt of ₦305,000 from Ifeanyi for invoice INV-1246. Write a brief payment receipt confirmation without promising any processing time.","Hello Ifeanyi, Onitsha Parts Market confirms receipt of ₦305,000 for invoice INV-1246. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",1d49ea085afbaea03e85bfafabffd64f0390309be4944974249ff9f99bb4babf,2026-07-31T00:00:00+00:00,
v08-fd-02-013,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Gombe Grain Traders has confirmed receipt of ₦88,000 from Hauwa for invoice INV-1352. Write a brief payment receipt confirmation without promising any processing time.","Hello Hauwa, Gombe Grain Traders confirms receipt of ₦88,000 for invoice INV-1352. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",20456493ca882b6956c046d07347766b9334b62602b717657b3233670ae82a83,2026-07-31T00:00:00+00:00,
v08-fd-02-014,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Ilorin Tech Repairs has confirmed receipt of ₦41,500 from Dayo for invoice INV-1460. Write a brief payment receipt confirmation without promising any processing time.","Hello Dayo, Ilorin Tech Repairs confirms receipt of ₦41,500 for invoice INV-1460. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",a6b1f22cbdc403ab379f539ba0556ea12bfe2f8c553e58f4489aa91145ec47ce,2026-07-31T00:00:00+00:00,
v08-fd-02-015,v0.8-draft,1,payment_received_confirmation,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Port Harcourt Catering has confirmed receipt of ₦196,000 from Nneka for invoice INV-1573. Write a brief payment receipt confirmation without promising any processing time.","Hello Nneka, Port Harcourt Catering confirms receipt of ₦196,000 for invoice INV-1573. Thank you for your payment.",synthetic,CC0-1.0,draft,,,,"Pending factual, technical, Nigerian cultural, and final human review.",aee224e0e157b5c8238bf09fc1cad0cf5f5cc064fab0af43fd5a4ab084a758aa,2026-07-31T00:00:00+00:00,
v08-fd-03-001,v0.8-draft,1,payment_promised_not_received,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Amaka said they would pay Kano Fresh Foods ₦48,000 for invoice INV-104 on Monday, but our records do not show receipt. Draft a neutral follow-up.","Hello Amaka, you indicated that payment of ₦48,000 for invoice INV-104 would be made on Monday. Our records do not yet show receipt. Please share an update or let us know if you need the invoice again. Thank you.",synthetic,CC0-1.0,automated_reviewed,olu-reviewer-001,2026-08-01T19:42:26+00:00,95,"The response correctly preserves the business state: payment was promised but has not been received. Sender and recipient roles are clear. No refund, penalty, fee, legal claim, unsupported timeline, or account action is introduced. The tone is neutral, professional, and appropriate for Nigerian business communication.",f30bf7e7c0df1908a9464e9ea6641d73330c594b52773e504fb2249ae9c7d793,2026-07-31T00:00:00+00:00,
v08-fd-03-002,v0.8-draft,1,payment_promised_not_received,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Tunde said they would pay Ikeja Office Mart ₦125,000 for invoice INV-208 on Tuesday, but our records do not show receipt. Draft a neutral follow-up.","Hello Tunde, you indicated that payment of ₦125,000 for invoice INV-208 would be made on Tuesday. Our records do not yet show receipt. Please share an update or let us know if you need the invoice again. Thank you.",synthetic,CC0-1.0,automated_reviewed,olu-reviewer-001,2026-08-01T19:42:45+00:00,95,"The response correctly preserves the business state: payment was promised but has not been received. Sender and recipient roles are clear. No refund, penalty, fee, legal claim, unsupported timeline, or account action is introduced. The tone is neutral, professional, and appropriate for Nigerian business communication.",0576c75efff3928212681408f06d06447c184d0e98558534c9b6cab982c7186b,2026-07-31T00:00:00+00:00,
v08-fd-03-003,v0.8-draft,1,payment_promised_not_received,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Ngozi said they would pay Enugu Style House ₦72,500 for invoice INV-311 on Wednesday, but our records do not show receipt. Draft a neutral follow-up.","Hello Ngozi, you indicated that payment of ₦72,500 for invoice INV-311 would be made on Wednesday. Our records do not yet show receipt. Please share an update or let us know if you need the invoice again. Thank you.",synthetic,CC0-1.0,approved,olu-release-001,2026-08-01T22:00:59+00:00,,"Final approval for the payment-promised-not-received pilot.

The approved records:
- preserve the unpaid/payment-not-received state;
- preserve sender and recipient roles;
- introduce no unsupported refund, penalty, fee, legal claim, account action, or timeline;
- passed automated and technical review;
- contain no unresolved blocking findings.

Records with unresolved duplicate findings remain excluded.",c54ebdf13adf1a818708b995c3baf728e84702d473e8e84c3d21fb4250a0ca8a,2026-07-31T00:00:00+00:00,
v08-fd-03-004,v0.8-draft,1,payment_promised_not_received,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Sani said they would pay Kaduna Agro Supplies ₦210,000 for invoice INV-416 on Thursday, but our records do not show receipt. Draft a neutral follow-up.","Hello Sani, you indicated that payment of ₦210,000 for invoice INV-416 would be made on Thursday. Our records do not yet show receipt. Please share an update or let us know if you need the invoice again. Thank you.",synthetic,CC0-1.0,automated_reviewed,olu-reviewer-001,2026-08-01T19:50:42+00:00,,"Reviewed the payment-promised-not-received pilot category.

Acceptance criteria:
- Payment remains explicitly unreceived.
- Sender and recipient roles are preserved.
- No refund, penalty, fee, legal claim, account action, or unsupported timeline is introduced.
- Responses remain neutral, concise, and professional.
- Records failing any criterion must be routed to revision rather than approved.",05f94ca7c6f5de1d891de9eb7f328ed5a73bd94eff9030c37426cf139461886b,2026-07-31T00:00:00+00:00,
v08-fd-03-005,v0.8-draft,1,payment_promised_not_received,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Bisi said they would pay Ibadan Event Kitchen ₦36,000 for invoice INV-523 on Friday, but our records do not show receipt. Draft a neutral follow-up.","Hello Bisi, you indicated that payment of ₦36,000 for invoice INV-523 would be made on Friday. Our records do not yet show receipt. Please share an update or let us know if you need the invoice again. Thank you.",synthetic,CC0-1.0,automated_reviewed,olu-reviewer-001,2026-08-01T19:50:42+00:00,,"Reviewed the payment-promised-not-received pilot category.

Acceptance criteria:
- Payment remains explicitly unreceived.
- Sender and recipient roles are preserved.
- No refund, penalty, fee, legal claim, account action, or unsupported timeline is introduced.
- Responses remain neutral, concise, and professional.
- Records failing any criterion must be routed to revision rather than approved.",cd57514c97ecbe462fc4221a5cda28ad0e0bce43f50328dc7074c73ad6629f7c,2026-07-31T00:00:00+00:00,
v08-fd-03-006,v0.8-draft,1,payment_promised_not_received,low,"You are GaiaLab Naija Assistant. Write concise, professional Nigerian business messages. Preserve every stated role and transaction state. Do not invent payment status, refunds, penalties, dates, amounts, timelines, legal claims, or account actions.","Chinedu said they would pay Aba Tools Depot ₦94,000 for invoice INV-607 on Monday, but our records do not show receipt. Draft a neutral follow-up.","Hello Chinedu, you indicated that payment of ₦94,000 for invoice INV-607 would be made on Monday. Our records do not yet show receipt. Please share an update or let us know if you need the invoice again. Thank you.",synthetic,CC0-1.0,automated_reviewed,olu-reviewer-001,2026-08-01T19:50:42+00:00,,"Reviewed the payment-promised-not-received pilot category.

Acceptance criteria:
- Payment remains explicitly unreceived.
- Sender and recipient roles are preserved.
- No refund, penalty, fee, legal claim, account action, or unsupported timeline is introduced.
- Responses remain neutral, concise, and professional.
- Records failing any criterion must be routed to revision rather than approved.",6475a10a737da65104a835693ebf5cb9fe6c3b8bde6d88f66e5debf0248976ea,2026-07-31T00:00:00+00:00,
